BatteryPower,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,NumberofSeats,Drive,PriceinSwitzerland
79,5.4,127,403,177,544,2,3,56436.0225
62,1.3,159,237,234,1176,5,2,97673.325
89,4.9,144,365,234,1006,1,2,64010.04
47,8.8,193,450,207,1173,1,3,40997.8875
64,7.9,164,223,173,155,1,1,34550.6625
54,7.6,194,427,215,346,5,2,41239.8758333333
47,8.3,152,190,160,684,3,1,31994.2080654762
50,5.3,148,523,215,738,2,1,46220.463125
52,3.1,192,540,170,535,2,2,87739.415
13,6.6,171,492,230,421,3,1,40855.5641666667
41,4.4,202,344,217,810,2,3,64991.0875
78,7.9,123,191,180,510,2,3,44078.895
5,9.6,213,522,158,585,4,1,30075.9083333333
19,8.1,155,301,182,547,2,3,31613.890625
88,7.3,221,146,197,597,4,3,53669.7175
56,7.3,167,287,187,653,1,2,38094.7133333333
23,10.1,223,429,153,561,5,1,29878.825
25,7,239,326,197,1062,3,1,38400.27
43,4.3,197,347,187,529,5,1,56426.605
87,4.8,201,326,149,533,5,3,57104.91
56,10.1,148,211,206,563,2,1,35737.4041666667
69,11.6,74,398,210,665,5,1,45013.525
45,11.6,203,344,205,293,4,3,38558.9
117,5.9,152,409,193,606,2,1,60279.715
75,7.2,142,281,168,341,1,2,44730.7133333333
80,5.4,197,336,201,87,2,2,61601.6125
116,3.2,194,303,248,372,5,1,108163.7875
89,6,185,404,153,865,4,2,57669.2991666667
52,9.2,283,440,164,666,2,2,44221.58875
15,3.5,166,296,166,536,3,3,54065.583452381
93,1.5,200,275,199,693,3,1,108119.235
64,10.5,211,426,223,779,2,1,41745.095
48,4.1,156,335,149,332,1,2,54270.6323511905
74,2.1,196,311,232,212,1,3,102399.6625
47,3.6,168,669,195,712,2,2,59913.1775
43,1.8,107,342,215,663,3,1,96013
67,8.9,180,406,188,169,5,1,45777.675
51,5.9,153,282,216,585,1,3,44837.973125
8,5.2,254,394,230,514,3,3,55279.75
54,5.6,171,400,232,483,5,2,44122.8833333333
96,6.4,202,425,180,133,3,1,60670.66
77,1.7,172,119,206,467,4,2,97175.3025
72,7.2,201,339,167,363,1,1,45633.2408333333
55,7.9,198,479,217,879,4,3,42712.1375
103,7.5,222,493,147,137,2,2,53895.5125
72,9.6,160,356,210,622,4,3,46221.275
48,5.3,183,310,240,1242,4,1,46559.525
77,6.9,133,309,212,392,4,3,50503.775
86,3.4,232,308,219,369,2,3,87644.8175
105,9.3,256,31,184,352,3,3,65611.2
58,5,230,428,193,734,5,3,46008.67
53,11,206,499,160,609,1,3,36103.975
39,10.5,215,377,188,509,5,3,37894.6625
50,7.1,139,264,193,356,1,3,38502.7572916667
77,8.2,182,248,237,571,2,2,48465
90,6,227,290,216,257,3,2,67138.3125
53,2.3,217,166,204,1024,1,1,96079.2775
20,5.7,136,344,213,847,5,1,37801.553125
122,12.4,135,448,156,1152,3,3,46846.2033333333
46,8.1,255,210,231,544,4,3,51118.5875
82,7,245,374,183,994,4,1,55034.6875
88,13,291,266,146,697,5,3,60758.11625
63,8.2,187,235,184,326,1,2,39728.225
134,8.6,204,385,110,846,4,2,50442.6275
28,7.7,197,342,184,207,1,1,36946.475
104,16.5,181,395,222,24,2,2,55917.0475
90,10.8,131,496,220,524,5,1,50360.1875
76,5.9,161,481,241,535,4,3,59459.085
95,6.3,148,198,180,388,2,3,57257.46
39,6.1,160,518,221,397,1,2,44906.11
91,1,151,8,214,431,1,3,110569.025
36,7.9,99,126,216,154,1,2,34510.1875
93,2.1,176,256,225,561,3,2,112727.2375
30,8.6,205,306,156,820,3,3,31148.3927083333
60,7.5,139,321,202,646,4,2,39223.278125
115,7,181,285,212,334,2,2,55473.565
21,7.7,151,530,148,560,4,3,27682.965625
85,0.5,200,292,191,110,1,2,107516.695
63,8.5,222,228,222,689,5,2,42035.125
73,9.4,110,257,191,417,4,3,46371.8575
86,14.7,259,230,221,164,5,1,69155.195
18,10.7,258,420,201,485,3,2,45492.3075
89,7.5,112,545,143,254,2,2,46923.25375
76,2.4,127,323,189,191,4,1,95058.1475
71,4.1,149,231,150,458,3,2,66365.05
64,7.1,142,191,174,242,2,2,34447.1925
43,1.3,189,490,167,19,2,1,87664.26625
60,8.5,161,404,183,487,1,3,39273.7208333333
45,7.8,239,531,198,629,1,3,42789.25
41,6.9,210,399,187,477,3,3,40585.2875
70,5,190,401,232,411,5,1,57762.8125
44,9.8,182,385,202,270,1,2,38699.725
74,5.6,199,330,209,203,5,2,57400.5125
66,11.7,133,343,199,284,4,2,46541.6575
22,3.8,179,356,178,809,2,3,52545.66
93,6.5,191,201,190,50,4,3,60017.8
74,8.9,233,253,203,205,3,1,55435.3325
56,7.7,150,258,183,946,2,3,37514.3197916667
74,4.6,192,336,198,346,3,3,69725.665
69,10.5,215,376,210,847,3,3,50416.4025
79,5.4,172,196,172,570,4,2,57339.1941666667
10,4.6,171,375,203,407,1,3,58721.1925
80,8.6,181,348,229,934,3,1,49041.885
79,3.7,174,206,197,448,4,2,68275.4275
96,9,149,338,186,105,5,2,50371.8125
67,4.9,148,201,201,308,4,3,57427.985
69,9.8,193,284,188,515,2,2,47661.62
29,8.4,193,296,220,878,2,1,36225.8125
76,7.3,131,164,196,16,5,3,48525.3875
48,1.8,207,359,142,239,2,2,86495.6941666667
127,1.9,260,406,130,151,3,3,111541.0875
78,9.6,149,287,210,289,2,1,52408.945
70,6.3,233,421,138,313,5,1,56174.9458333333
94,7.4,217,451,222,548,4,1,53554.2625
71,6.7,245,156,235,741,3,3,64985.675
57,10.9,185,365,167,231,3,3,30440.2583333333
39,9.3,208,296,167,127,2,2,30895.9333333333
1,7.4,149,345,184,286,3,3,32929.55
80,5.6,186,343,151,635,3,1,56526.8441666667
96,6.6,111,516,203,467,2,1,58445.6325
44,5.6,190,248,173,402,3,2,40052.65
37,8.2,174,322,240,567,3,2,38166.36
21,8.2,177,300,198,440,5,3,35099.9
15,8.9,184,250,185,303,3,2,33635.6375
81,6,127,130,208,175,3,1,62237.885
52,9.8,136,554,224,112,1,2,38909.8625
80,8.4,91,473,169,502,5,2,41280.1875
114,7.4,193,262,190,572,1,2,52254.03
74,7.2,115,331,172,366,2,2,43074.505
68,7.9,213,480,222,923,2,1,51274.4975
74,3.6,268,354,234,663,2,1,82972.45
103,10,129,440,182,654,2,1,46459.4175
48,1.3,263,390,191,887,4,2,104468.1675
50,2.9,191,455,217,822,5,2,93578.1875
87,7.2,257,115,184,251,3,2,65163.0475
59,4.4,158,319,232,872,5,2,60687.5325
82,3.1,131,356,256,392,2,1,108128.25
78,1.4,79,359,218,454,2,1,100378.1625
99,4.9,160,273,199,64,4,2,63660.785
57,9.5,108,339,158,810,2,1,32187.6370535714
75,6.9,148,474,186,1167,2,1,45935.4825
66,10.9,122,216,165,52,3,1,43919.6322916667
86,8.4,259,357,153,183,5,3,59290.465625
76,3.1,169,521,197,518,5,3,90629.2325
88,6,143,343,231,848,3,1,60819.51
43,9.5,137,222,219,493,5,1,35527.3447916667
83,6.8,152,603,196,560,4,1,57088.035
104,5,154,360,196,114,2,1,65136.8525
134,12.4,159,506,154,903,1,3,48541.2825
73,8.8,128,507,153,255,3,3,43368.2677083333
87,6,148,198,171,764,3,3,56941.48125
55,0.6,196,451,206,374,5,3,89704.4991666667
87,5.1,142,478,220,187,1,3,65041.685
31,7.2,110,213,181,884,4,1,31747.140625
82,6.1,143,349,167,333,3,2,55930.1483333333
57,4.3,191,319,204,697,4,2,62284.4925
85,10.5,200,311,228,434,5,2,55211.37
47,9.5,154,346,243,253,3,2,39458.4875
39,7.6,196,141,213,54,3,2,40003.1
64,4.9,156,344,119,887,4,2,43748.3676785714
42,6,164,454,213,45,2,1,45191.9225
123,6,238,299,210,32,2,2,69341.5
89,13.4,207,421,180,540,4,3,49882.8025
99,8.6,160,248,204,276,1,1,53816.49
100,3.5,166,550,230,521,2,1,83914.195
94,12,265,447,180,324,3,3,62795.9075
85,8.8,176,254,173,867,4,2,47544.5116666667
26,9.1,170,479,203,77,5,2,35126.2625
78,6.7,167,482,200,255,2,1,57813.4
51,7.5,221,264,190,930,3,1,41381.78
90,8.3,136,259,178,355,5,3,47676.283125
72,5.8,127,462,186,738,5,3,51340.675
70,4.5,110,269,232,281,1,2,73558.155
89,10.9,234,596,178,297,2,1,55517.705
101,8.1,172,250,147,566,4,2,46532.5954166667
62,2.2,122,192,213,693,3,3,96089.5
64,4.8,177,237,146,85,4,1,43788.65375
71,14,135,385,175,585,1,1,43288.8625
52,4.9,260,574,126,53,3,3,50852.26
3,5.3,214,449,197,386,1,2,42482.735
27,8.8,184,216,207,577,3,1,35405.5125
92,8.4,146,391,239,40,4,3,53850.1225
97,2.7,191,335,250,363,1,3,113905.175
73,5.8,165,308,172,570,1,1,55113.7916666667
35,3.8,191,319,192,511,3,2,56446.555
102,2.8,246,270,189,739,5,3,118655.705
72,7.7,211,543,162,590,4,1,46944.02
68,8.8,171,531,150,54,1,2,41875.2125
47,12.9,211,487,191,304,2,1,42310.325
52,7.4,185,241,192,1002,3,1,40042.28
75,12.2,176,588,169,339,1,3,45310.30625
76,6.9,214,375,174,429,5,1,46179.4983333333
51,4.8,237,321,280,469,5,3,48934.5825
118,4.2,179,303,245,378,4,3,82496.9875
111,8.7,134,202,199,517,3,3,50083.6975
31,5.6,208,513,166,622,5,2,37185.4601190476
53,11.7,110,502,207,482,5,2,36689.725
20,8.2,107,345,198,716,2,1,33294.590625
30,11.3,228,435,207,549,1,3,37074.6875
82,5.6,137,454,180,931,1,2,56510.8825
43,6.4,106,342,167,575,5,3,35987.8050297619
44,2.2,171,378,197,601,3,1,92643.2
45,12.4,135,355,204,887,1,2,36238.6375
75,6.1,151,404,211,449,1,2,59304.845
45,6.3,223,336,165,947,4,3,41409.8164880952
60,9.1,116,419,203,893,5,3,38876.35
104,7.6,241,338,231,351,1,3,61673.5325
47,0.4,117,433,166,663,3,2,88297.9233333333
51,7.3,102,181,176,1052,1,2,35808.7140773809
14,12.6,142,536,207,482,4,1,32469.1
44,9.1,225,448,207,273,5,1,39747.4875
63,7.2,197,453,200,820,3,2,43567.795
47,7.7,162,439,229,527,2,2,39598.955
43,2.8,238,231,134,616,4,3,89387.5675
71,2.8,187,686,224,664,1,2,100323.9625
87,7.4,228,325,204,723,2,1,56263.4525
64,7,167,474,189,822,2,3,41292.7458333333
104,8.4,192,686,206,359,4,2,55273.8225
97,9,155,291,133,876,2,2,46789.6116666667
71,10.4,185,138,191,105,5,2,49287.025
41,4.7,220,429,131,773,4,3,45372.1808333333
106,6.1,131,331,182,461,1,2,59663.3525
100,11.9,168,446,160,279,1,1,47266.07125
65,4.8,290,280,238,502,5,3,64744.97
89,10.2,166,374,238,239,5,2,54507.475
101,7.8,209,92,187,744,2,2,53964.495
40,9.7,217,272,230,466,4,2,38671.3375
62,6.6,150,500,190,869,3,1,45394.570625
73,9.4,184,454,166,874,1,1,42733.5033333333
59,8,144,276,232,851,5,2,38692.9072916667
117,9.6,175,372,187,650,3,2,47904.4925
48,9.5,103,394,236,792,1,3,39314.2475
58,9.7,199,302,214,523,4,3,40711.1125
82,2.2,279,374,193,652,3,2,114732.3425
67,9.9,151,365,191,528,5,2,42640.2625
40,6.1,209,346,253,269,1,2,47034.4775
75,3.7,222,426,139,668,3,3,65656.2625
71,10.3,108,370,217,835,2,3,46071.695
132,3.8,229,209,92,655,2,1,78053.6525
84,13.4,191,427,206,393,3,1,53268.62
89,8.2,127,450,219,641,2,2,47503.85
73,5.1,156,470,169,378,4,3,56374.4379166667
66,7.5,140,385,170,776,2,2,41665.2833333333
23,7.1,218,480,198,427,5,3,37437.8291666667
93,8.5,207,273,183,356,4,2,53223.61375
86,9,163,368,216,128,3,2,53799.885
23,6.6,193,323,199,909,1,1,40634.1275
119,8.4,188,556,220,563,2,3,54079.73
58,12.2,179,462,155,809,4,2,34873.8964285714
65,9.7,141,175,147,519,5,3,39231.845625
73,9.4,128,287,197,484,3,1,46423.87
90,4.7,224,359,167,503,3,2,66371.2166666667
66,11.9,299,153,214,324,5,1,60661.2625
51,5.2,171,406,212,430,3,1,46409.1866666667
38,9.4,172,338,170,596,4,1,34225.105625
131,7.9,155,378,191,579,1,3,48093.8375
38,9.9,157,448,182,162,4,1,35345.15
64,7.1,202,331,177,938,1,3,41552.5958333333
27,7.7,194,302,207,504,3,1,36880.6875
86,3.7,146,413,179,599,1,1,69970.9225
32,2.1,214,159,229,186,5,2,95566.375
98,6.7,236,306,178,417,3,2,63286.825
32,3.4,222,318,180,1240,2,3,57737.8025
56,3.9,201,431,244,941,4,1,63514.0875
72,6.4,191,211,202,371,4,3,56660.415
102,6.1,182,487,198,442,3,3,60434.0825
72,10.2,77,255,218,450,1,3,48990.1875
77,6.5,246,292,187,927,3,1,66760.445
87,4.4,121,335,231,390,2,1,78649.7125
97,5.9,205,106,181,287,4,1,61867.45
74,10.9,178,198,203,702,2,3,46946.575
32,6,125,367,157,596,2,2,34164.3986607143
79,4.8,277,323,173,257,5,1,64415.94
38,8.1,156,476,186,234,3,2,37465.75
16,5.5,95,527,191,473,4,3,40601.888125
123,4.3,123,525,209,453,2,2,80894.995
103,8.5,219,298,206,144,3,2,59420.08
119,10.8,134,480,182,342,2,3,49931.6525
54,6.4,207,288,186,958,2,1,43991.82
71,7.4,223,464,176,866,1,2,49131.2275
75,1.7,133,144,191,373,4,1,94942.0375
57,8.8,187,377,192,233,4,1,41099.3025
112,4.4,311,457,185,704,3,1,87553.7025
126,8.8,217,364,190,365,4,2,55233.28
46,3.9,188,560,229,688,5,3,60862.67
53,7.6,164,237,226,666,2,3,39330.7083333333
11,9.8,126,570,185,260,4,3,32091.625
49,6,199,491,152,286,1,2,40841.5788095238
53,8.5,164,295,184,781,3,3,38710.4833333333
37,11.5,232,534,212,741,2,3,37747.45
116,10,135,565,187,393,5,1,49800.7375
92,10.9,165,355,262,505,2,1,52678.41
59,9.8,205,274,193,183,2,2,40650.5375
61,7.7,168,525,183,351,1,3,38829.8166666667
67,6.3,162,400,213,961,3,1,57621.46
73,9.8,180,131,186,420,2,3,46844.2125
59,11.5,211,90,195,175,4,2,39445.1
71,6.3,125,507,234,689,4,3,60238.935
49,9.6,203,298,214,762,1,2,40701.7625
60,10.3,198,322,191,233,2,2,40653.015
127,6.8,184,255,196,248,2,2,61883.53
5,10,177,236,193,195,3,2,33937.325
93,8,172,499,190,105,3,1,51736.36
108,11,206,362,177,857,3,3,53150.275
41,3.9,200,314,215,922,1,3,63413.2325
79,8.1,79,211,190,626,3,3,46380.64
79,2,156,267,162,762,5,1,89237.45
83,7.2,171,372,247,543,5,3,47749.8
36,8,186,187,166,1030,2,3,30782.660952381
62,9.3,218,377,145,90,3,2,32214.803125
40,9.3,215,293,126,200,2,2,30861.496875
16,11.8,159,324,239,58,5,1,36879.04
59,7.8,257,219,178,312,4,2,44697.64
55,8.5,210,556,214,612,2,3,42364.75
64,5,167,428,210,885,5,1,46417.5708333333
45,12.2,186,313,177,715,5,1,37500.090625
53,11.7,257,238,199,269,1,2,47751.67
74,8.8,214,175,212,556,2,3,52567.0325
36,4.9,220,307,209,884,3,2,45004.04
91,1.7,186,328,166,628,3,3,105481.665
107,5.6,241,18,197,562,5,1,66192.005
51,7.4,203,515,127,584,3,2,37288.9666666667
40,11.2,217,405,202,320,3,2,37630.7916666667
23,8.9,148,266,190,732,2,2,33276.0875
113,10.2,195,258,181,806,3,2,51353.77
64,11.3,197,445,194,298,5,2,40697.35
79,2.7,156,487,203,636,2,3,94681.0525
88,5.5,176,299,203,489,5,2,55980.1375
104,7.2,200,464,171,1285,5,1,50935.0691666667
84,8.2,242,381,232,626,2,1,58231.62
66,5,113,332,179,877,3,1,55560.375
106,6.9,236,96,186,168,2,1,60295.6475
57,8.7,171,140,211,445,3,3,39347.6583333333
79,13.9,255,353,190,548,4,3,60364.91
58,6.6,167,560,261,290,3,3,47738.7925
83,5.4,229,375,161,227,5,3,59698.8825
118,9.6,206,212,213,575,5,3,54821.9325
121,8.9,162,388,169,670,3,1,45968.9247916667
23,5.4,158,400,159,745,2,3,35729.5101190476
100,4.8,221,344,151,265,4,2,65373.485
88,10.3,256,212,191,820,4,3,64270.8225
66,8.4,212,311,225,247,1,1,53483.2575
92,8,201,242,166,63,1,2,51884.5325
38,8.1,199,340,178,806,3,1,37864.3424107143
51,8.8,163,430,224,311,1,3,40135.875
79,11.8,197,250,233,310,3,3,57997.6975
59,1.2,215,439,187,439,1,1,89938.2091666667
65,1.4,179,450,249,345,4,1,98025.6625
24,14,240,456,212,705,4,1,38043.2825
85,10.5,197,508,201,1232,4,1,53512.0275
119,9.6,188,254,154,146,2,2,51769.885
60,5.9,211,483,170,412,2,3,40065.1958928571
54,8.2,205,308,198,981,5,1,40865.5125
72,6.2,226,360,176,768,2,2,60763.22
29,6.3,221,174,204,542,5,3,40353.7
103,5.1,212,382,202,591,4,1,66864.165
79,6.4,135,387,197,375,1,3,56609.9875
78,8.6,174,551,154,910,3,2,42834.515
80,7.9,179,583,165,889,2,3,44788.2716666667
106,3.6,166,574,162,466,3,3,78201.62
81,4.4,196,524,199,325,2,1,75919.0325
92,6.8,220,338,160,801,2,2,59666.6683333333
84,5.9,136,286,163,578,3,2,56850.6270833333
62,7.2,185,304,178,194,4,3,36748.225
47,15.5,194,218,182,82,1,3,38464.5975
47,2.7,203,424,249,466,4,1,96862.5
108,3.5,115,649,172,538,3,3,80151.0075
123,11.3,112,295,196,509,3,3,50862.1725
92,5.6,149,487,215,673,5,3,58517.675
58,7.3,126,397,230,393,3,1,38508.658125
37,5.7,154,377,180,510,5,2,35291.115625
88,9.7,130,455,213,60,2,2,52286.81
60,3.1,254,402,188,439,4,2,100648.66
84,3.7,64,447,184,228,4,3,70773.15
85,10.9,268,246,164,939,5,2,61255.365
17,8.3,178,551,204,851,4,1,36140.25
38,4,155,545,177,365,1,2,55664.7547916667
91,4.5,121,280,189,602,4,3,73467.7
52,6.9,169,661,217,510,2,1,41077.1458333333
79,6.1,186,317,141,628,4,2,56729.54
119,7.8,197,355,206,440,5,3,54664.0075
118,9.1,197,370,243,714,4,1,56006.3075
38,0.8,206,237,203,502,5,2,91475.6575
21,10.2,208,396,220,385,1,1,34914.65
88,6.3,224,123,209,286,2,1,66232.1375
83,6.2,232,360,242,884,5,1,62583.6825
56,6.5,178,142,222,804,5,1,43068.4375
130,6.7,196,228,148,589,4,3,61088.0366666667
86,8.6,150,266,184,396,2,3,49435.84125
20,6.4,173,239,200,1034,3,2,39842.2025
69,6.3,146,406,211,377,3,3,57703.495
62,7.8,149,305,271,430,2,1,44274.895
62,5.6,172,186,171,763,3,1,41802.0889285714
68,5.4,138,495,192,123,2,1,58522.555
84,11.8,189,595,182,775,1,1,50173.04
69,7.3,155,407,131,105,3,1,42076.1354166667
9,3.6,189,372,125,464,1,1,52128.4066666667
116,5.8,152,402,172,688,4,1,59621.0029166667
44,6.2,157,169,205,549,4,2,43477.72
50,6.1,146,390,180,171,1,1,39567.5625
71,7.7,137,349,179,850,4,3,42846.31375
134,9,167,252,161,234,2,2,50231.365
56,8.3,208,564,172,202,5,1,33842.4197916667
49,6.2,134,368,190,231,5,2,41769.7275
6,1.5,210,447,159,682,5,3,81989.25
47,2.1,191,387,233,254,2,1,97143.525
19,9.8,86,372,213,727,1,2,32500.85
33,6.2,107,376,238,619,2,2,42100.63
7,6.3,239,482,220,568,1,1,44193.785
80,4.3,228,179,178,783,3,3,72911.27
125,2.3,198,363,197,420,3,1,108534.9225
45,7.3,189,193,191,1159,3,1,39385.833125
44,5.7,101,270,149,557,2,2,38684.2810416667
118,8,150,557,217,561,4,3,50969.9475
36,3.1,191,430,191,540,1,3,88069.455
120,9.6,172,248,213,201,2,3,56328.79
55,11.8,154,291,252,632,5,2,40031.245
25,6.8,273,260,242,802,3,1,53486.3525
79,6.5,175,380,198,481,3,3,56196.45
75,9.4,254,442,195,716,1,1,58115.79
127,7.5,164,123,199,307,1,2,54709.7475
19,10.6,198,442,217,661,4,3,35478.325
42,2.8,228,114,179,915,5,3,92537.725
78,4.3,170,455,194,448,3,1,68949.16
66,5.9,183,129,212,887,2,3,57948.2175
43,6.1,187,734,152,252,5,3,37584.9325595238
14,5.6,249,144,187,719,3,3,50960.985
30,10.6,155,411,247,391,4,3,37925.7825
47,7.7,158,169,191,239,5,2,40169.74
49,14.8,165,467,166,953,1,3,34910.8016666667
36,5.3,243,133,203,478,5,1,43544.1325
61,4.7,259,546,198,854,1,3,59581.8575
92,7.4,156,527,205,653,3,3,49388.1625
123,3.7,189,372,220,671,3,1,80875.025
59,5.1,211,323,179,561,3,2,45771.97
68,13,149,19,177,977,1,2,44897.3275
118,1.1,180,227,165,259,3,1,106097.6525
98,5.7,180,470,211,359,3,3,61351.2425
56,12,217,270,155,640,2,3,35560.0026785714
57,3.8,248,284,212,330,4,3,71992.2166666667
82,6.9,135,210,181,444,1,3,48077.965
27,11.7,125,161,182,485,2,2,29716.075
57,6.1,174,341,180,767,1,1,43230.2375
85,10.7,174,274,189,842,5,1,49136.72
8,4.6,198,320,233,110,5,3,59113.6
101,7.4,268,239,159,371,2,3,61737.5254166667
85,5,260,295,212,405,2,3,76447.295
64,5.8,145,333,183,791,1,1,44681.178125
59,2.5,135,221,214,563,4,2,95947.1
70,7.7,144,446,190,687,2,1,44191.4625
97,11.2,159,73,165,370,2,2,48286.9120833333
68,8.4,201,370,199,521,1,1,48896.49
98,10.1,194,555,213,717,1,2,51578.15
92,7,194,539,142,538,4,3,48173.8716666667
73,3.3,226,455,164,335,5,1,77013.075
101,12.3,178,340,204,459,4,2,51532.165
48,8.1,206,207,181,405,1,2,38069.5375
33,6.2,200,269,145,468,5,1,33948.4541666667
54,3.5,207,355,165,759,2,2,58101.3594047619
70,3.1,194,262,194,651,3,1,94619.72
40,12.2,258,285,209,673,2,1,47416.873125
51,4.8,149,151,154,471,3,2,40433.8333333333
45,6.2,165,431,166,620,3,1,39636.1725297619
80,7.4,206,319,185,600,2,3,51566.2225
93,6.1,211,179,210,713,3,1,63686.6175
27,4.3,166,189,191,224,4,1,57485.3775
15,7.5,228,444,219,214,2,1,37776.5025
84,7,257,203,195,341,1,3,65011.225
64,5.4,207,331,201,364,3,3,48987.1325
28,10.9,196,246,183,856,4,3,33965
79,8.5,175,558,186,864,3,1,46605.0725
101,4.4,158,225,206,112,2,1,79653.365
60,7.8,149,363,192,478,3,3,40228.540625
79,5,213,570,221,393,4,3,66907.56
40,9.5,135,469,153,152,1,3,28517.9333333333
100,7.7,109,381,177,438,5,2,43916.2179166667
64,7.7,187,515,246,432,2,1,44048.92
43,8.2,238,383,194,244,1,2,42406.2275
98,7.7,157,547,243,759,4,2,49415.13
59,10.6,196,259,185,367,2,3,37606.575
55,1.8,78,340,200,879,3,2,95173.31
97,10.5,206,464,206,252,3,2,56330.87
89,5.8,266,362,182,379,2,3,70739.72
72,5.4,170,305,247,597,4,1,59956.8575
69,13.9,147,327,165,921,5,2,41795.4114583333
54,4.8,202,159,190,744,5,2,43715.625
93,9.3,249,414,158,672,2,2,60648.2125
55,5.4,155,439,149,772,2,3,40649.7502083333
65,2.3,160,490,154,146,5,1,84528.2
45,5.4,166,443,178,419,1,3,41830.1066666667
111,5.3,167,325,167,511,2,1,60237.0191666667
42,5.8,199,328,191,528,2,2,44722.0075
94,12.1,253,390,212,1158,4,2,67050.2575
26,3.2,223,353,230,359,2,1,92607.1625
99,9.2,172,264,206,518,5,3,48828.3875
78,11,146,324,188,761,5,3,44116.7125
84,12,234,418,174,556,4,2,52478.94
54,4,129,285,174,501,1,1,56036.7161607143
30,11.9,155,220,194,315,2,1,31808.775
40,7.4,137,406,133,492,4,2,32358.4220833333
79,2.2,182,158,171,359,5,1,93891.45
25,9.8,268,316,155,713,5,1,39922.0072916667
80,5.5,215,211,161,544,3,3,59291.3425
97,10.1,188,177,215,747,3,1,54164.5325
94,4.7,98,219,187,799,2,3,61722.505
43,3.8,134,495,217,416,3,1,61029.245625
55,6.2,231,258,186,422,4,3,45389.85
9,9.6,202,180,132,322,4,2,26123.2125
28,13.5,117,359,143,594,5,2,27927.605625
67,8.8,129,250,180,678,3,3,43510.175
85,5.4,242,240,174,65,1,3,65460.03
41,8.3,90,241,196,597,4,2,36280.0197916667
89,6.3,102,226,177,863,5,2,54287.4741666667
103,9.2,190,295,125,642,1,2,50071.33125
47,2.1,141,500,153,488,2,3,84741.9108333333
36,1.2,183,293,211,720,5,2,92872.8125
23,6.3,187,376,178,621,1,1,36695.4916666667
35,8.1,257,174,178,399,2,1,41064.9475
55,10.5,134,544,185,807,2,1,36326.6875
23,11.8,207,259,184,371,5,3,33349.2375
47,6.3,279,424,203,846,1,1,54909.540625
75,10.2,135,182,192,658,2,3,45651.095
98,4.7,205,540,178,197,5,1,64831.3025
35,13.3,267,441,178,136,3,3,41686.5425
112,6.5,137,459,164,132,3,1,58983.9641666667
73,8.2,181,416,211,780,5,1,45470.45
98,3.4,199,343,202,628,4,1,82263.9125
53,6.2,166,321,210,26,3,1,45394.3825
60,11,160,472,229,661,1,2,38093.4208333333
55,4.6,226,441,233,704,5,1,61250.24
97,7.7,145,385,208,309,4,2,52712.335
101,8.6,149,281,162,480,5,3,46328.5508333333
29,6.9,183,681,172,717,1,2,32945.5658333333
98,0.7,221,161,194,455,1,1,107653.4175
84,7.6,244,232,170,563,3,2,55122.7416666667
77,9.7,225,393,162,614,5,1,46512.655
47,8.1,180,310,200,715,2,3,39296.325
62,6.7,192,265,184,796,4,2,44857.0125
71,8.6,152,454,148,450,3,3,41666.1479166667
73,7.9,244,339,177,653,2,2,51480.2275
19,13,150,455,141,451,1,3,26760.3175
68,8.9,153,4,180,569,3,3,43379.625
115,5.7,144,294,183,717,1,2,60809.105
82,5,240,380,182,881,5,3,60000.8
79,7.4,191,273,138,607,1,2,46998.0558333333
51,6,192,441,180,345,5,1,39603.3708333333
25,13.9,115,357,195,118,5,1,33940.405
51,4.1,144,456,157,559,3,2,55389.6379464286
98,3.4,167,383,176,477,1,3,76375.3475
73,9.3,167,514,198,361,3,3,46660.2325
30,13.4,186,532,233,774,3,2,39325.16
119,8.6,211,385,197,814,5,3,52656.755
103,12.8,220,358,182,292,1,2,56377.91
82,5.7,134,430,183,632,1,2,56609.755
163,8.8,211,312,130,448,3,1,52650.98625
117,4.9,151,220,168,516,2,3,62288.0625
151,5.5,189,302,207,410,4,3,65288.45
71,9.9,63,259,164,788,4,1,43165.4229166667
17,7.7,115,422,225,328,2,2,32781.35
83,11.4,221,294,242,459,3,1,57782.72
29,11.7,188,512,219,767,4,2,35664.6
68,13.2,166,433,198,608,1,3,45654.045
66,7.3,170,435,183,471,1,3,43640.9375
93,5,197,298,199,393,5,3,59419.66
92,8.1,226,282,238,481,2,3,57745.855
100,10.7,217,172,174,653,2,2,52799.645
38,5.1,118,381,214,596,2,3,44549.723125
112,5.7,107,406,226,137,2,2,64071.36
57,4.1,195,266,171,628,2,3,57770.414047619
3,8.9,143,333,143,869,3,3,27075.771875
77,6.1,261,186,164,408,3,1,64334.9804166667
48,10.6,185,723,183,231,4,2,37784.75
16,8.3,195,236,203,529,4,1,35649.2125
24,8.5,293,94,156,169,3,2,36734.975
71,6.3,47,358,197,562,5,2,50903.575
60,8.6,194,515,176,185,3,1,35928
75,5.6,186,336,204,97,5,3,53159.45
99,3.5,179,368,233,666,5,1,81560
